date,PM2.5,PM10,AQI (PM2.5),AQI (PM10)
2021-01-24T16:06:30.773582,5.4,7.2,22,6
2021-01-24T16:07:32.163911,5.4,8.1,22,7
2021-01-24T16:08:33.552718,6.0,8.7,25,7
2021-01-24T16:09:34.941490,5.3,8.2,22,7
2021-01-24T16:10:36.337987,5.7,8.3,24,7
2021-01-24T16:11:37.690575,6.1,10.3,25,9
2021-01-24T16:12:39.079515,5.9,8.5,25,7
2021-01-24T16:13:40.468334,5.7,9.1,24,8
2021-01-24T16:14:41.858608,4.5,7.2,19,6
2021-01-24T16:15:43.236152,5.1,10.2,21,9
2021-01-24T16:16:44.631246,5.6,8.4,23,7
2021-01-24T16:17:46.021236,5.6,7.7,23,6
2021-01-24T16:18:47.395091,4.6,6.1,19,6
2021-01-24T16:19:48.793697,4.4,6.3,18,6
2021-01-24T16:20:50.183770,4.4,7.2,18,6
2021-01-24T16:21:51.545018,5.8,8.1,24,7
2021-01-24T16:22:52.944989,4.8,7.9,20,6
2021-01-24T16:23:54.334260,5.6,9.2,23,8
2021-01-24T16:24:55.700254,4.6,7.2,19,6
2021-01-24T16:25:57.099176,4.7,7.0,20,6
2021-01-24T16:26:58.494830,5.5,8.5,23,7
2021-01-24T16:27:59.894461,5.2,8.1,22,7
2021-01-24T16:29:01.274743,5.4,8.6,22,7
2021-01-24T16:30:02.664588,4.7,7.1,20,6
2021-01-24T16:31:04.065839,4.9,7.7,20,6
2021-01-24T16:32:05.464690,5.1,8.3,21,7
2021-01-24T16:33:06.864541,5.7,7.9,24,6
2021-01-24T16:34:08.254528,5.4,8.3,22,7
2021-01-24T16:35:09.654767,4.4,8.0,18,7
2021-01-24T16:36:11.056157,4.2,5.4,18,5
2021-01-24T16:37:12.457547,5.4,9.7,22,8
2021-01-24T16:38:13.856156,4.0,6.5,17,6
2021-01-24T16:39:15.258778,5.2,6.9,22,6
2021-01-24T16:40:16.656292,4.3,7.0,18,6
2021-01-24T16:41:18.058832,4.4,6.3,18,6
2021-01-24T16:42:19.462737,5.1,9.0,21,8
2021-01-24T16:43:20.845414,4.8,7.9,20,6
2021-01-24T16:44:22.246566,5.6,9.9,23,8
2021-01-24T16:45:23.647879,4.0,6.0,17,6
2021-01-24T16:46:25.050423,5.0,8.2,21,7
2021-01-24T16:47:26.455395,4.8,8.3,20,7
2021-01-24T16:48:27.762065,4.8,8.1,20,7
2021-01-24T16:49:29.168277,3.3,4.4,14,4
2021-01-24T16:50:30.554501,4.3,8.3,18,7
2021-01-24T16:51:31.951726,4.5,6.5,19,6
2021-01-24T16:52:33.352800,4.8,7.6,20,6
2021-01-24T16:53:34.653866,4.4,15.9,18,14
2021-01-24T16:54:35.953769,4.3,9.8,18,8
2021-01-24T16:55:37.363693,4.7,6.9,20,6
2021-01-24T16:56:38.664833,5.0,7.1,21,6
2021-01-24T16:57:39.934535,5.1,6.6,21,6
2021-01-24T16:58:41.341802,4.6,6.9,19,6
2021-01-24T16:59:42.644471,3.7,5.2,15,5
2021-01-24T17:00:43.945656,4.4,6.5,18,6
2021-01-24T17:01:45.355585,4.7,6.5,20,6
2021-01-24T17:02:46.765379,5.0,8.9,21,7
2021-01-24T17:03:48.176623,3.7,4.8,15,4
2021-01-24T17:04:49.589167,3.8,5.0,16,5
2021-01-24T17:05:50.971601,3.3,4.6,14,4
2021-01-24T17:06:52.283989,4.5,6.1,19,6
2021-01-24T17:07:53.566956,3.9,7.5,16,6
2021-01-24T17:08:54.878088,4.4,6.3,18,6
2021-01-24T17:09:56.288289,5.0,8.9,21,7
2021-01-24T17:10:57.598433,4.7,6.1,20,6
2021-01-24T17:11:59.009502,4.6,8.2,19,7
2021-01-24T17:13:00.419613,5.4,7.7,22,6
2021-01-24T17:14:01.730277,4.4,6.3,18,6
2021-01-24T17:15:03.038281,3.7,6.2,15,6
2021-01-24T17:16:04.448030,4.5,9.6,19,8
2021-01-24T17:17:05.859413,4.0,5.4,17,5
2021-01-24T17:18:07.167092,4.3,5.5,18,5
2021-01-24T17:19:08.578279,5.4,8.2,22,7
2021-01-24T17:20:09.884610,4.0,5.7,17,5
2021-01-24T17:21:11.294616,4.3,5.7,18,5
2021-01-24T17:22:12.704559,4.7,11.2,20,10
2021-01-24T17:23:14.115666,4.7,7.8,20,6
2021-01-24T17:24:15.424398,5.6,7.3,23,6
2021-01-24T17:25:16.824776,5.8,10.1,24,9
2021-01-24T17:26:18.126606,4.9,9.1,20,8
2021-01-24T17:27:19.534808,5.8,9.8,24,8
2021-01-24T17:28:20.943636,5.3,9.8,22,8
2021-01-24T17:29:22.242799,5.6,8.7,23,7
2021-01-24T17:30:23.640569,5.1,8.0,21,7
2021-01-24T17:31:24.941009,5.4,7.7,22,6
2021-01-24T17:32:26.242037,4.6,7.1,19,6
2021-01-24T17:33:27.545190,4.9,6.3,20,6
2021-01-24T17:34:28.914492,4.6,6.4,19,6
2021-01-24T17:35:30.223943,4.6,6.4,19,6
2021-01-24T17:36:31.524641,4.7,6.1,20,6
2021-01-24T17:37:32.825470,5.1,7.3,21,6
2021-01-24T17:38:34.134949,4.8,8.4,20,7
2021-01-24T17:39:35.544501,5.8,9.9,24,8
2021-01-24T17:40:36.843151,5.6,7.6,23,6
2021-01-24T17:41:38.248932,5.3,7.6,22,6
2021-01-24T17:42:39.651234,6.2,8.7,26,7
2021-01-24T17:43:41.048542,5.5,8.9,23,7
2021-01-24T17:44:42.448181,5.2,7.5,22,6
2021-01-24T17:45:43.849200,4.3,6.4,18,6
2021-01-24T17:46:45.255226,5.0,8.4,21,7
2021-01-24T17:47:46.532432,5.6,10.4,23,9
2021-01-24T17:48:47.935775,5.4,8.5,22,7
2021-01-24T17:49:49.344150,5.4,7.3,22,6
2021-01-24T17:50:50.654732,4.7,6.1,20,6
2021-01-24T17:51:52.065586,5.3,6.6,22,6
2021-01-24T17:52:53.477915,5.9,8.4,25,7
2021-01-24T17:53:54.886759,5.3,9.1,22,8
2021-01-24T17:54:56.296506,5.7,9.3,24,8
2021-01-24T17:55:57.706230,5.9,8.0,25,7
2021-01-24T17:56:59.017531,5.9,10.7,25,9
2021-01-24T17:58:00.401050,4.9,8.1,20,7
2021-01-24T17:59:01.706135,4.9,6.9,20,6
2021-01-24T18:00:03.115962,5.3,7.9,22,6
2021-01-24T18:01:04.525882,4.7,6.0,20,6
2021-01-24T18:02:05.837036,4.7,6.5,20,6
2021-01-24T18:03:07.248261,4.5,5.9,19,5
2021-01-24T18:04:08.659387,4.3,5.9,18,5
2021-01-24T18:05:09.966749,5.4,9.2,22,8
2021-01-24T18:06:11.277711,4.8,6.1,20,6
2021-01-24T18:07:12.688698,5.3,8.3,22,7
2021-01-24T18:08:13.996291,6.1,10.5,25,9
2021-01-24T18:09:15.404807,6.0,7.9,25,6
2021-01-24T18:10:16.717343,4.1,6.1,17,6
2021-01-24T18:11:18.025992,5.4,6.4,22,6
2021-01-24T18:12:19.434653,5.2,6.9,22,6
2021-01-24T18:13:20.743515,5.2,8.0,22,7
2021-01-24T18:14:22.152200,4.9,6.4,20,6
2021-01-24T18:15:23.562044,5.6,7.7,23,6
2021-01-24T18:16:24.855573,5.1,7.7,21,6
2021-01-24T18:17:26.265298,5.1,9.5,21,8
2021-01-24T18:18:27.673844,5.0,7.9,21,6
2021-01-24T18:19:28.975311,4.7,6.0,20,6
2021-01-24T18:20:30.286446,6.0,9.5,25,8
2021-01-24T18:21:31.676230,4.9,8.1,20,7
2021-01-24T18:22:32.982383,4.8,6.5,20,6
2021-01-24T18:23:34.394749,5.9,7.7,25,6
2021-01-24T18:24:35.708262,4.9,6.4,20,6
2021-01-24T18:25:37.116758,5.1,8.6,21,7
2021-01-24T18:26:38.430440,5.7,7.2,24,6
2021-01-24T18:27:39.840233,5.7,7.3,24,6
2021-01-24T18:28:41.247419,5.6,7.5,23,6
2021-01-24T18:29:42.653553,5.4,7.5,22,6
2021-01-24T18:30:43.932226,6.4,10.5,27,9
2021-01-24T18:31:45.330955,6.0,10.6,25,9
2021-01-24T18:32:46.602311,4.4,8.2,18,7
2021-01-24T18:33:47.909604,5.4,9.5,22,8
2021-01-24T18:34:49.317273,5.1,7.9,21,6
2021-01-24T18:35:50.722301,5.1,7.4,21,6
2021-01-24T18:36:52.023524,5.3,7.4,22,6
2021-01-24T18:37:53.322339,6.0,13.3,25,12
2021-01-24T18:38:54.722083,5.9,9.2,25,8
2021-01-24T18:39:56.121946,6.4,9.7,27,8
2021-01-24T18:40:57.527828,4.2,5.7,18,5
2021-01-24T18:41:58.935579,4.4,7.3,18,6
2021-01-24T18:43:00.242962,5.1,7.0,21,6
2021-01-24T18:44:01.551551,6.2,9.6,26,8
2021-01-24T18:45:02.949982,5.5,18.2,23,17
2021-01-24T18:46:04.255401,5.7,9.0,24,8
2021-01-24T18:47:05.664866,5.0,10.1,21,9
2021-01-24T18:48:06.974555,4.8,6.5,20,6
2021-01-24T18:49:08.274505,6.6,11.7,28,10
2021-01-24T18:50:09.584555,6.1,8.8,25,7
2021-01-24T18:51:10.993941,6.4,10.8,27,9
2021-01-24T18:52:12.404346,6.1,9.4,25,8
2021-01-24T18:53:13.774781,5.8,8.3,24,7
2021-01-24T18:54:15.074838,6.3,9.6,26,8
2021-01-24T18:55:16.483185,5.9,8.7,25,7
2021-01-24T18:56:17.792882,6.8,9.8,28,8
2021-01-24T18:57:19.193549,6.9,8.8,29,7
2021-01-24T18:58:20.595036,7.0,9.7,29,8
2021-01-24T18:59:22.005365,6.9,9.4,29,8
2021-01-24T19:00:23.413123,7.1,10.8,30,9
2021-01-24T19:01:24.722096,6.7,9.6,28,8
2021-01-24T19:02:26.129277,5.8,8.5,24,7
2021-01-24T19:03:27.536574,6.1,9.0,25,8
2021-01-24T19:04:28.832776,7.2,11.1,30,10
2021-01-24T19:05:30.141289,7.0,11.0,29,10
2021-01-24T19:06:31.550568,6.6,10.6,28,9
2021-01-24T19:07:32.957944,7.0,9.4,29,8
2021-01-24T19:08:34.225071,8.1,11.2,34,10
2021-01-24T19:09:35.631686,7.8,13.1,32,12
2021-01-24T19:10:37.038677,7.2,9.9,30,8
2021-01-24T19:11:38.446810,7.5,10.2,31,9
2021-01-24T19:12:39.753539,7.6,12.3,32,11
2021-01-24T19:13:41.150344,6.3,10.6,26,9
2021-01-24T19:14:42.514791,8.4,12.2,35,11
2021-01-24T19:15:43.811451,9.4,13.4,39,12
2021-01-24T19:16:45.209317,7.7,10.7,32,9
2021-01-24T19:17:46.613538,7.2,10.5,30,9
2021-01-24T19:18:48.008824,8.0,11.6,33,10
2021-01-24T19:19:49.409593,7.5,10.5,31,9
2021-01-24T19:20:50.785982,6.7,9.2,28,8
2021-01-24T19:21:52.187925,8.1,11.1,34,10
2021-01-24T19:22:53.585687,8.3,14.4,35,13
2021-01-24T19:23:54.954725,8.0,14.9,33,13
2021-01-24T19:24:56.343068,8.7,12.0,36,11
2021-01-24T19:25:57.732580,8.3,12.2,35,11
2021-01-24T19:26:59.121699,8.7,12.7,36,11
2021-01-24T19:28:00.513200,8.0,13.3,33,12
2021-01-24T19:29:01.906053,8.2,12.3,34,11
2021-01-24T19:30:03.304802,6.7,9.6,28,8
2021-01-24T19:31:04.707428,7.7,10.9,32,9
2021-01-24T19:32:06.109936,5.0,7.9,21,6
2021-01-24T19:33:07.514706,5.2,8.5,22,7
2021-01-24T19:34:08.812055,6.6,10.5,28,9
2021-01-24T19:35:10.186792,5.0,6.9,21,6
2021-01-24T19:36:11.496382,6.5,12.2,27,11
2021-01-24T19:37:12.902256,7.1,11.4,30,10
2021-01-24T19:38:14.210808,7.5,10.9,31,9
2021-01-24T19:39:15.618925,7.2,10.8,30,9
2021-01-24T19:40:16.994639,7.3,10.1,30,9
2021-01-24T19:41:18.401612,7.4,12.1,31,11
2021-01-24T19:42:19.702622,7.5,10.5,31,9
2021-01-24T19:43:21.104412,6.9,9.4,29,8
2021-01-24T19:44:22.413883,6.2,8.5,26,7
2021-01-24T19:45:23.715775,5.5,7.9,23,6
2021-01-24T19:46:25.026682,7.2,11.1,30,10
2021-01-24T19:47:26.435865,6.6,10.8,28,9
2021-01-24T19:48:27.847728,7.4,10.6,31,9
2021-01-24T19:49:29.258455,7.0,10.8,29,9
2021-01-24T19:50:30.644075,7.4,10.4,31,9
2021-01-24T19:51:31.944628,7.9,11.6,33,10
2021-01-24T19:52:33.223972,7.6,14.9,32,13
2021-01-24T19:53:34.632011,6.4,8.3,27,7
2021-01-24T19:54:35.934001,7.6,12.7,32,11
2021-01-24T19:55:37.333270,6.4,9.4,27,8
2021-01-24T19:56:38.632728,7.5,12.3,31,11
2021-01-24T19:57:40.033340,8.3,13.6,35,12
2021-01-24T19:58:41.433679,8.1,13.9,34,12
2021-01-24T19:59:42.735789,7.3,10.7,30,9
2021-01-24T20:00:44.147765,7.6,11.0,32,10
2021-01-24T20:01:45.457219,6.0,9.7,25,8
2021-01-24T20:02:46.867098,6.0,8.2,25,7
2021-01-24T20:03:48.280979,5.9,8.6,25,7
2021-01-24T20:04:49.588332,6.2,8.7,26,7
2021-01-24T20:05:50.874402,5.1,7.4,21,6
2021-01-24T20:06:52.276687,7.1,9.8,30,8
2021-01-24T20:07:53.590101,7.3,10.9,30,9
2021-01-24T20:08:55.003170,8.3,14.0,35,13
2021-01-24T20:09:56.307396,6.9,9.1,29,8
2021-01-24T20:10:57.620365,7.4,11.7,31,10
2021-01-24T20:11:59.033020,7.7,12.9,32,11
2021-01-24T20:13:00.322317,7.9,12.4,33,11
2021-01-24T20:14:01.726062,8.0,11.6,33,10
2021-01-24T20:15:03.035052,8.3,12.3,35,11
2021-01-24T20:16:04.345028,7.5,10.8,31,9
2021-01-24T20:17:05.720490,8.0,11.4,33,10
2021-01-24T20:18:07.022963,8.2,12.1,34,11
2021-01-24T20:19:08.321732,8.3,13.3,35,12
2021-01-24T20:20:09.701873,8.2,14.3,34,13
2021-01-24T20:21:11.110462,7.3,11.1,30,10
2021-01-24T20:22:12.517953,7.2,13.0,30,12
2021-01-24T20:23:13.929057,9.1,12.9,38,11
2021-01-24T20:24:15.334030,6.9,10.9,29,9
2021-01-24T20:25:16.711751,7.7,10.7,32,9
2021-01-24T20:26:18.123181,8.9,12.7,37,11
2021-01-24T20:27:19.525285,8.8,14.0,37,13
2021-01-24T20:28:20.801371,8.1,10.8,34,9
2021-01-24T20:29:22.105149,8.6,12.3,36,11
2021-01-24T20:30:23.516339,7.9,14.5,33,13
2021-01-24T20:31:24.827555,7.8,11.9,32,10
2021-01-24T20:32:26.237303,9.0,11.7,38,10
2021-01-24T20:33:27.645744,7.8,11.2,32,10
2021-01-24T20:34:29.055940,8.9,12.7,37,11
2021-01-24T20:35:30.364363,8.4,13.8,35,12
2021-01-24T20:36:31.666817,8.0,11.2,33,10
2021-01-24T20:37:32.977096,7.0,9.1,29,8
2021-01-24T20:38:34.385449,7.6,11.3,32,10
2021-01-24T20:39:35.795641,8.0,11.1,33,10
2021-01-24T20:40:37.084005,7.7,11.9,32,10
2021-01-24T20:41:38.388543,9.4,13.8,39,12
2021-01-24T20:42:39.697344,8.0,13.7,33,12
2021-01-24T20:43:41.107547,6.9,10.0,29,9
2021-01-24T20:44:42.519541,8.0,13.2,33,12
2021-01-24T20:45:43.932878,6.0,8.0,25,7
2021-01-24T20:46:45.240947,6.1,11.0,25,10
2021-01-24T20:47:46.549752,6.6,9.0,28,8
2021-01-24T20:48:47.958545,7.6,10.6,32,9
2021-01-24T20:49:49.371071,9.0,12.9,38,11
2021-01-24T20:50:50.676459,8.1,11.3,34,10
2021-01-24T20:51:52.085629,9.1,13.8,38,12
2021-01-24T20:52:53.496129,9.3,14.4,39,13
2021-01-24T20:53:54.807022,8.9,15.6,37,14
2021-01-24T20:54:56.075281,9.1,15.4,38,14
2021-01-24T20:55:57.387184,8.3,11.9,35,10
2021-01-24T20:56:58.796844,6.7,9.4,28,8
2021-01-24T20:58:00.110248,7.6,11.6,32,10
2021-01-24T20:59:01.418793,7.3,10.5,30,9
2021-01-24T21:00:02.728687,8.8,13.8,37,12
2021-01-24T21:01:04.139833,8.0,10.8,33,9
2021-01-24T21:02:05.553524,8.2,10.5,34,9
2021-01-24T21:03:06.865841,7.9,9.5,33,8
2021-01-24T21:04:08.274278,10.1,14.5,42,13
2021-01-24T21:05:09.576623,8.9,13.0,37,12
2021-01-24T21:06:10.986617,9.4,13.7,39,12
2021-01-24T21:07:12.297170,9.3,13.4,39,12
2021-01-24T21:08:13.707765,8.4,12.2,35,11
2021-01-24T21:09:15.120263,8.3,10.8,35,9
2021-01-24T21:10:16.426635,8.1,13.1,34,12
2021-01-24T21:11:17.838795,9.1,15.3,38,14
2021-01-24T21:12:19.251630,6.4,9.2,27,8
2021-01-24T21:13:20.665836,6.3,9.0,26,8
2021-01-24T21:14:21.981345,7.6,14.1,32,13
2021-01-24T21:15:23.396646,5.7,9.0,24,8
2021-01-24T21:16:24.709881,8.3,14.7,35,13
2021-01-24T21:17:26.117948,9.3,18.9,39,17
2021-01-24T21:18:27.527456,9.7,15.0,40,14
2021-01-24T21:19:28.938005,8.1,11.0,34,10
2021-01-24T21:20:30.350604,9.0,13.2,38,12
2021-01-24T21:21:31.657144,8.6,12.8,36,11
2021-01-24T21:22:33.065873,8.4,12.1,35,11
2021-01-24T21:23:34.475802,10.1,14.2,42,13
2021-01-24T21:24:35.784513,10.7,17.9,45,16
2021-01-24T21:25:37.084554,9.2,12.5,38,11
2021-01-24T21:26:38.381751,8.9,14.2,37,13
2021-01-24T21:27:39.778817,10.1,15.3,42,14
2021-01-24T21:28:41.182266,11.9,18.2,50,17
2021-01-24T21:29:42.576816,15.0,26.0,57,24
2021-01-24T21:30:43.974990,14.2,25.4,55,23
2021-01-24T21:31:45.374607,14.1,24.2,55,22
2021-01-24T21:32:46.766722,11.1,18.8,46,17
2021-01-24T21:33:48.168896,10.1,21.2,42,19
2021-01-24T21:34:49.563227,9.6,18.1,40,17
2021-01-24T21:35:50.960179,12.3,20.5,51,19
2021-01-24T21:36:52.357299,12.1,20.2,51,19
2021-01-24T21:37:53.716695,11.4,19.9,48,18
2021-01-24T21:38:55.116080,10.9,22.3,45,20
2021-01-24T21:39:56.516797,11.0,26.7,46,24
2021-01-24T21:40:57.918671,11.8,19.5,49,18
2021-01-24T21:41:59.319730,12.6,21.6,52,19
2021-01-24T21:43:00.713044,11.5,23.6,48,21
2021-01-24T21:44:02.102837,11.4,18.3,48,17
2021-01-24T21:45:03.500532,9.1,14.4,38,13
2021-01-24T21:46:04.897521,11.3,21.8,47,19
2021-01-24T21:47:06.292531,10.3,19.3,43,18
2021-01-24T21:48:07.685038,9.1,15.2,38,14
2021-01-24T21:49:09.085201,10.7,17.6,45,16
2021-01-24T21:50:10.485247,8.9,16.6,37,15
