date,PM2.5,PM10,AQI (PM2.5),AQI (PM10)
2021-01-24T07:36:59.048780,3.3,4.6,14,4
2021-01-24T07:38:00.446484,4.0,5.4,17,5
2021-01-24T07:39:01.848914,4.8,7.2,20,6
2021-01-24T07:40:03.151752,4.7,6.8,20,6
2021-01-24T07:41:04.546241,4.4,6.1,18,6
2021-01-24T07:42:05.945164,4.0,6.4,17,6
2021-01-24T07:43:07.346218,3.2,4.4,13,4
2021-01-24T07:44:08.747615,3.1,4.8,13,4
2021-01-24T07:45:10.147663,4.2,6.1,18,6
2021-01-24T07:46:11.550449,4.3,6.8,18,6
2021-01-24T07:47:12.949158,3.2,5.1,13,5
2021-01-24T07:48:14.349480,3.8,5.5,16,5
2021-01-24T07:49:15.749963,4.0,5.7,17,5
2021-01-24T07:50:17.156413,4.6,6.2,19,6
2021-01-24T07:51:18.464145,4.3,6.3,18,6
2021-01-24T07:52:19.773056,3.4,4.4,14,4
2021-01-24T07:53:21.072124,4.0,6.1,17,6
2021-01-24T07:54:22.478528,3.8,5.8,16,5
2021-01-24T07:55:23.781078,4.2,5.9,18,5
2021-01-24T07:56:25.186346,4.4,5.8,18,5
2021-01-24T07:57:26.491478,4.0,7.4,17,6
2021-01-24T07:58:27.860169,4.4,7.1,18,6
2021-01-24T07:59:29.266280,3.4,6.5,14,6
2021-01-24T08:00:30.671502,4.3,6.2,18,6
2021-01-24T08:01:32.077872,4.2,6.6,18,6
2021-01-24T08:02:33.480598,4.8,7.4,20,6
2021-01-24T08:03:34.780738,3.9,5.3,16,5
2021-01-24T08:04:36.179871,3.7,5.8,15,5
2021-01-24T08:05:37.579447,4.6,7.6,19,6
2021-01-24T08:06:38.984392,2.9,5.7,12,5
2021-01-24T08:07:40.389472,3.5,5.2,15,5
2021-01-24T08:08:41.789615,2.8,4.7,12,4
2021-01-24T08:09:43.092203,2.7,5.4,11,5
2021-01-24T08:10:44.489844,2.8,4.7,12,4
2021-01-24T08:11:45.896176,2.9,5.7,12,5
2021-01-24T08:12:47.301198,3.6,5.7,15,5
2021-01-24T08:13:48.688855,3.5,4.8,15,4
2021-01-24T08:14:50.089974,3.4,5.2,14,5
2021-01-24T08:15:51.494802,3.5,5.6,15,5
2021-01-24T08:16:52.890182,3.9,6.2,16,6
2021-01-24T08:17:54.293789,4.1,6.2,17,6
2021-01-24T08:18:55.667885,4.1,6.7,17,6
2021-01-24T08:19:56.971066,4.2,6.2,18,6
2021-01-24T08:20:58.372862,4.0,5.4,17,5
2021-01-24T08:21:59.777107,3.9,6.6,16,6
2021-01-24T08:23:01.182160,2.6,4.2,11,4
2021-01-24T08:24:02.569042,3.4,5.9,14,5
2021-01-24T08:25:03.974625,2.8,3.8,12,3
2021-01-24T08:26:05.381072,3.8,5.0,16,5
2021-01-24T08:27:06.771284,3.5,5.1,15,5
2021-01-24T08:28:08.177727,4.4,6.8,18,6
2021-01-24T08:29:09.559371,5.2,8.1,22,7
2021-01-24T08:30:10.962076,4.5,9.7,19,8
2021-01-24T08:31:12.260971,4.7,6.7,20,6
2021-01-24T08:32:13.663649,4.0,7.3,17,6
2021-01-24T08:33:15.056416,4.3,6.0,18,6
2021-01-24T08:34:16.457810,4.6,6.6,19,6
2021-01-24T08:35:17.857879,5.4,8.9,22,7
2021-01-24T08:36:19.256815,4.4,6.2,18,6
2021-01-24T08:37:20.655723,4.6,6.6,19,6
2021-01-24T08:38:22.053384,5.0,8.3,21,7
2021-01-24T08:39:23.442320,5.7,10.9,24,9
2021-01-24T08:40:24.839901,6.0,8.9,25,7
2021-01-24T08:41:26.236100,5.2,7.9,22,6
2021-01-24T08:42:27.623854,5.1,8.1,21,7
2021-01-24T08:43:29.013944,4.9,15.9,20,14
2021-01-24T08:44:30.406823,3.3,4.7,14,4
2021-01-24T08:45:31.776648,4.0,7.0,17,6
2021-01-24T08:46:33.138145,5.0,8.3,21,7
2021-01-24T08:47:34.527097,4.8,8.0,20,7
2021-01-24T08:48:35.932257,4.9,6.5,20,6
2021-01-24T08:49:37.327338,4.3,9.9,18,8
2021-01-24T08:50:38.728717,4.4,5.9,18,5
2021-01-24T08:51:40.127716,4.3,6.3,18,6
2021-01-24T08:52:41.532850,3.7,5.2,15,5
2021-01-24T08:53:42.928238,3.1,5.1,13,5
2021-01-24T08:54:44.229873,3.9,6.0,16,6
2021-01-24T08:55:45.627609,4.1,6.0,17,6
2021-01-24T08:56:46.995303,3.4,5.3,14,5
2021-01-24T08:57:48.365448,3.6,5.3,15,5
2021-01-24T08:58:49.767213,3.7,6.4,15,6
2021-01-24T08:59:51.166317,3.1,4.1,13,4
2021-01-24T09:00:52.567892,4.3,6.0,18,6
2021-01-24T09:01:53.965513,4.3,6.4,18,6
2021-01-24T09:02:55.365667,3.5,5.2,15,5
2021-01-24T09:03:56.765890,3.9,5.8,16,5
2021-01-24T09:04:58.163807,4.0,6.5,17,6
2021-01-24T09:05:59.562554,4.1,6.7,17,6
2021-01-24T09:07:00.955344,5.1,7.6,21,6
2021-01-24T09:08:02.354481,5.3,9.7,22,8
2021-01-24T09:09:03.755643,5.2,10.0,22,9
2021-01-24T09:10:05.154663,5.0,9.4,21,8
2021-01-24T09:11:06.546177,4.1,7.1,17,6
2021-01-24T09:12:07.946113,4.5,7.6,19,6
2021-01-24T09:13:09.343782,4.6,7.9,19,6
2021-01-24T09:14:10.733858,4.3,8.2,18,7
2021-01-24T09:15:12.132776,5.0,9.8,21,8
2021-01-24T09:16:13.524252,5.4,9.8,22,8
2021-01-24T09:17:14.923125,4.1,7.1,17,6
2021-01-24T09:18:16.324374,4.4,8.1,18,7
2021-01-24T09:19:17.723363,4.5,7.2,19,6
2021-01-24T09:20:19.122160,6.3,10.4,26,9
2021-01-24T09:21:20.522301,5.6,8.3,23,7
2021-01-24T09:22:21.914870,4.8,8.1,20,7
2021-01-24T09:23:23.313775,5.1,8.3,21,7
2021-01-24T09:24:24.702607,6.5,12.3,27,11
2021-01-24T09:25:26.098800,6.5,10.8,27,9
2021-01-24T09:26:27.490264,5.0,9.1,21,8
2021-01-24T09:27:28.881426,5.9,14.4,25,13
2021-01-24T09:28:30.272633,5.5,10.6,23,9
2021-01-24T09:29:31.662378,4.9,8.0,20,7
2021-01-24T09:30:33.059559,4.4,7.9,18,6
2021-01-24T09:31:34.456848,5.2,8.3,22,7
2021-01-24T09:32:35.842065,5.2,7.9,22,6
2021-01-24T09:33:37.201762,4.8,9.9,20,8
2021-01-24T09:34:38.581975,6.2,12.6,26,11
2021-01-24T09:35:39.973145,4.2,7.6,18,6
2021-01-24T09:36:41.325779,5.5,8.6,23,7
2021-01-24T09:37:42.722083,5.6,8.8,23,7
2021-01-24T09:38:44.110776,5.6,10.5,23,9
2021-01-24T09:39:45.500641,5.4,9.6,22,8
2021-01-24T09:40:46.893233,4.2,6.8,18,6
2021-01-24T09:41:48.291908,5.5,11.1,23,10
2021-01-24T09:42:49.651764,5.5,8.4,23,7
2021-01-24T09:43:51.035539,5.6,9.1,23,8
2021-01-24T09:44:52.410692,4.8,8.0,20,7
2021-01-24T09:45:53.771876,5.2,8.8,22,7
2021-01-24T09:46:55.134561,6.5,11.3,27,10
2021-01-24T09:47:56.513371,6.0,9.7,25,8
2021-01-24T09:48:57.889400,6.6,13.5,28,12
2021-01-24T09:49:59.283270,4.2,7.6,18,6
2021-01-24T09:51:00.682126,4.3,7.1,18,6
2021-01-24T09:52:02.035918,6.6,12.8,28,11
2021-01-24T09:53:03.403791,4.2,6.9,18,6
2021-01-24T09:54:04.802449,4.8,7.0,20,6
2021-01-24T09:55:06.160161,5.5,8.6,23,7
2021-01-24T09:56:07.556726,5.3,9.5,22,8
2021-01-24T09:57:08.933233,5.0,7.9,21,6
2021-01-24T09:58:10.322318,4.1,8.2,17,7
2021-01-24T09:59:11.721001,3.0,5.8,12,5
2021-01-24T10:00:13.103349,4.4,6.8,18,6
2021-01-24T10:01:14.493520,3.6,5.2,15,5
2021-01-24T10:02:15.892202,4.8,8.1,20,7
2021-01-24T10:03:17.291310,3.5,5.9,15,5
2021-01-24T10:04:18.585294,4.6,6.8,19,6
2021-01-24T10:05:19.984330,4.0,5.5,17,5
2021-01-24T10:06:21.381859,4.1,6.0,17,6
2021-01-24T10:07:22.775006,4.6,7.1,19,6
2021-01-24T10:08:24.136006,4.3,6.6,18,6
2021-01-24T10:09:25.536003,3.3,4.8,14,4
2021-01-24T10:10:26.932500,4.9,7.2,20,6
2021-01-24T10:11:28.322767,4.7,7.0,20,6
2021-01-24T10:12:29.714097,4.1,6.4,17,6
2021-01-24T10:13:31.104005,4.8,7.1,20,6
2021-01-24T10:14:32.504171,4.0,6.7,17,6
2021-01-24T10:15:33.895513,4.2,6.4,18,6
2021-01-24T10:16:35.295646,3.8,7.3,16,6
2021-01-24T10:17:36.693148,4.9,9.9,20,8
2021-01-24T10:18:38.091883,4.3,8.6,18,7
2021-01-24T10:19:39.489853,4.2,7.7,18,6
2021-01-24T10:20:40.885021,5.7,8.5,24,7
2021-01-24T10:21:42.281049,6.3,11.5,26,10
2021-01-24T10:22:43.677592,5.9,9.0,25,8
2021-01-24T10:23:45.071421,6.0,11.9,25,10
2021-01-24T10:24:46.466484,6.3,9.2,26,8
2021-01-24T10:25:47.859136,6.0,10.1,25,9
2021-01-24T10:26:49.249165,4.7,7.2,20,6
2021-01-24T10:27:50.638296,4.3,7.8,18,6
2021-01-24T10:28:52.010890,5.8,8.5,24,7
2021-01-24T10:29:53.393347,5.3,8.4,22,7
2021-01-24T10:30:54.789834,5.1,8.6,21,7
2021-01-24T10:31:56.186216,5.3,9.7,22,8
2021-01-24T10:32:57.582431,4.1,7.2,17,6
2021-01-24T10:33:58.978815,5.7,9.4,24,8
2021-01-24T10:35:00.350245,4.5,7.2,19,6
2021-01-24T10:36:01.733776,4.2,6.6,18,6
2021-01-24T10:37:03.129877,5.3,8.6,22,7
2021-01-24T10:38:04.519622,5.8,9.7,24,8
2021-01-24T10:39:05.899802,6.0,10.7,25,9
2021-01-24T10:40:07.281075,5.5,8.8,23,7
2021-01-24T10:41:08.659657,6.5,11.4,27,10
2021-01-24T10:42:10.049775,5.7,9.0,24,8
2021-01-24T10:43:11.439865,6.0,9.0,25,8
2021-01-24T10:44:12.834716,5.4,7.5,22,6
2021-01-24T10:45:14.232125,5.4,7.2,22,6
2021-01-24T10:46:15.619653,4.4,6.2,18,6
2021-01-24T10:47:17.017363,5.5,8.0,23,7
2021-01-24T10:48:18.414649,5.6,8.4,23,7
2021-01-24T10:49:19.802063,4.7,7.3,20,6
2021-01-24T10:50:21.192384,4.9,7.0,20,6
2021-01-24T10:51:22.580962,4.9,10.5,20,9
2021-01-24T10:52:23.977253,4.8,8.8,20,7
2021-01-24T10:53:25.371103,5.9,9.2,25,8
2021-01-24T10:54:26.759764,6.0,9.2,25,8
2021-01-24T10:55:28.153563,6.0,9.3,25,8
2021-01-24T10:56:29.547446,6.4,9.9,27,8
2021-01-24T10:57:30.937518,7.1,10.1,30,9
2021-01-24T10:58:32.326551,6.1,11.6,25,10
2021-01-24T10:59:33.717784,6.3,10.1,26,9
2021-01-24T11:00:35.081512,5.2,7.7,22,6
2021-01-24T11:01:36.468098,6.9,10.8,29,9
2021-01-24T11:02:37.860340,5.1,8.4,21,7
2021-01-24T11:03:39.252950,5.2,8.3,22,7
2021-01-24T11:04:40.638014,6.5,9.6,27,8
2021-01-24T11:05:42.029420,5.8,9.6,24,8
2021-01-24T11:06:43.419356,6.8,10.6,28,9
2021-01-24T11:07:44.804393,5.9,8.7,25,7
2021-01-24T11:08:46.190676,6.6,9.8,28,8
2021-01-24T11:09:47.543765,6.0,9.5,25,8
2021-01-24T11:10:48.928375,6.3,12.1,26,11
2021-01-24T11:11:50.279455,6.4,9.1,27,8
2021-01-24T11:12:51.630754,5.0,7.1,21,6
2021-01-24T11:13:53.026903,6.0,10.8,25,9
2021-01-24T11:14:54.424503,6.3,10.6,26,9
2021-01-24T11:15:55.812063,5.8,8.4,24,7
2021-01-24T11:16:57.201912,5.3,7.7,22,6
2021-01-24T11:17:58.600502,4.6,6.6,19,6
2021-01-24T11:18:59.998514,5.3,9.0,22,8
2021-01-24T11:20:01.398423,4.6,6.6,19,6
2021-01-24T11:21:02.794921,4.6,6.9,19,6
2021-01-24T11:22:04.196163,3.4,5.9,14,5
2021-01-24T11:23:05.596325,5.7,8.4,24,7
2021-01-24T11:24:06.995150,5.5,8.9,23,7
2021-01-24T11:25:08.395120,4.9,7.7,20,6
2021-01-24T11:26:09.796401,5.3,8.3,22,7
2021-01-24T11:27:11.195163,5.5,7.9,23,6
2021-01-24T11:28:12.595209,5.5,7.0,23,6
2021-01-24T11:29:13.996381,4.9,7.1,20,6
2021-01-24T11:30:15.397589,4.8,6.9,20,6
2021-01-24T11:31:16.793809,5.0,7.1,21,6
2021-01-24T11:32:18.185195,5.4,8.0,22,7
2021-01-24T11:33:19.586307,4.8,9.6,20,8
2021-01-24T11:34:20.987345,4.7,6.2,20,6
2021-01-24T11:35:22.388883,5.7,9.3,24,8
2021-01-24T11:36:23.791365,5.0,6.8,21,6
2021-01-24T11:37:25.187623,5.5,8.7,23,7
2021-01-24T11:38:26.587703,4.9,6.3,20,6
2021-01-24T11:39:27.969310,4.8,6.4,20,6
2021-01-24T11:40:29.369013,4.9,9.6,20,8
2021-01-24T11:41:30.771440,4.6,6.3,19,6
2021-01-24T11:42:32.166483,6.0,7.4,25,6
2021-01-24T11:43:33.567838,5.8,7.3,24,6
2021-01-24T11:44:34.950492,5.4,7.5,22,6
2021-01-24T11:45:36.359462,4.9,8.5,20,7
2021-01-24T11:46:37.665986,5.0,5.7,21,5
2021-01-24T11:47:39.077275,5.3,7.3,22,6
2021-01-24T11:48:40.489971,5.4,8.1,22,7
2021-01-24T11:49:41.901247,5.3,8.5,22,7
2021-01-24T11:50:43.310389,5.1,6.8,21,6
2021-01-24T11:51:44.717876,4.4,6.1,18,6
2021-01-24T11:52:46.024163,3.9,5.2,16,5
2021-01-24T11:53:47.333266,5.5,8.6,23,7
2021-01-24T11:54:48.732165,4.6,6.2,19,6
2021-01-24T11:55:50.033335,4.3,5.5,18,5
2021-01-24T11:56:51.439667,4.4,5.7,18,5
2021-01-24T11:57:52.841283,5.2,6.5,22,6
2021-01-24T11:58:54.247274,4.1,6.7,17,6
2021-01-24T11:59:55.655024,5.0,6.5,21,6
2021-01-24T12:00:57.061277,4.7,6.6,20,6
2021-01-24T12:01:58.464057,5.3,6.6,22,6
2021-01-24T12:02:59.861359,4.3,6.4,18,6
2021-01-24T12:04:01.260257,4.4,5.2,18,5
2021-01-24T12:05:02.657980,5.3,10.4,22,9
2021-01-24T12:06:04.046672,4.9,5.9,20,5
2021-01-24T12:07:05.346756,4.5,6.1,19,6
2021-01-24T12:08:06.729472,5.1,7.7,21,6
2021-01-24T12:09:08.091878,4.4,6.8,18,6
2021-01-24T12:10:09.483512,5.0,9.6,21,8
2021-01-24T12:11:10.875023,5.1,9.2,21,8
2021-01-24T12:12:12.273641,4.9,7.5,20,6
2021-01-24T12:13:13.633780,4.8,8.3,20,7
2021-01-24T12:14:15.023702,4.9,7.6,20,6
2021-01-24T12:15:16.382604,3.8,4.8,16,4
2021-01-24T12:16:17.782693,4.9,7.3,20,6
2021-01-24T12:17:19.175159,4.5,7.2,19,6
2021-01-24T12:18:20.533859,3.7,5.2,15,5
2021-01-24T12:19:21.924912,3.8,5.0,16,5
2021-01-24T12:20:23.324976,4.5,7.2,19,6
2021-01-24T12:21:24.726268,4.2,5.9,18,5
2021-01-24T12:22:26.127537,4.4,6.4,18,6
2021-01-24T12:23:27.526363,3.5,4.6,15,4
2021-01-24T12:24:28.907358,4.6,6.7,19,6
2021-01-24T12:25:30.196196,4.6,6.6,19,6
2021-01-24T12:26:31.598671,4.5,6.5,19,6
2021-01-24T12:27:32.966165,3.9,5.6,16,5
2021-01-24T12:28:34.368722,4.0,5.6,17,5
2021-01-24T12:29:35.767515,4.1,8.7,17,7
2021-01-24T12:30:37.167489,4.2,6.1,18,6
2021-01-24T12:31:38.572397,4.5,6.1,19,6
2021-01-24T12:32:39.967450,4.3,6.3,18,6
2021-01-24T12:33:41.349962,4.9,6.8,20,6
2021-01-24T12:34:42.748904,5.0,8.7,21,7
2021-01-24T12:35:44.107674,4.5,6.4,19,6
2021-01-24T12:36:45.510068,4.1,5.8,17,5
2021-01-24T12:37:46.907859,4.3,5.9,18,5
2021-01-24T12:38:48.306257,3.1,4.4,13,4
2021-01-24T12:39:49.707368,4.4,6.1,18,6
2021-01-24T12:40:51.110166,4.2,5.7,18,5
2021-01-24T12:41:52.512565,4.7,6.8,20,6
2021-01-24T12:42:53.906216,4.4,6.1,18,6
2021-01-24T12:43:55.306319,5.1,7.5,21,6
2021-01-24T12:44:56.707431,4.3,6.1,18,6
2021-01-24T12:45:58.106103,5.3,9.0,22,8
2021-01-24T12:46:59.506254,5.1,10.8,21,9
2021-01-24T12:48:00.907884,4.0,6.2,17,6
2021-01-24T12:49:02.308837,5.1,7.8,21,6
2021-01-24T12:50:03.706586,4.5,6.2,19,6
2021-01-24T12:51:05.107603,4.5,5.9,19,5
2021-01-24T12:52:06.504245,5.1,7.7,21,6
2021-01-24T12:53:07.899488,4.5,6.7,19,6
2021-01-24T12:54:09.302066,4.3,5.8,18,5
2021-01-24T12:55:10.698703,4.6,6.8,19,6
2021-01-24T12:56:12.101322,4.7,6.5,20,6
2021-01-24T12:57:13.403972,5.0,8.6,21,7
2021-01-24T12:58:14.797967,4.7,7.3,20,6
2021-01-24T12:59:16.199029,4.7,6.6,20,6
2021-01-24T13:00:17.595521,4.8,6.9,20,6
2021-01-24T13:01:18.964460,4.9,7.1,20,6
2021-01-24T13:02:20.339776,5.0,7.6,21,6
2021-01-24T13:03:21.734832,4.6,7.5,19,6
2021-01-24T13:04:23.133657,4.3,5.8,18,5
2021-01-24T13:05:24.524104,4.7,7.2,20,6
2021-01-24T13:06:25.922718,4.7,6.0,20,6
2021-01-24T13:07:27.321836,5.0,7.3,21,6
2021-01-24T13:08:28.721479,5.1,8.4,21,7
2021-01-24T13:09:30.120772,5.6,9.3,23,8
2021-01-24T13:10:31.513488,4.5,7.9,19,6
2021-01-24T13:11:32.906219,5.3,7.8,22,6
2021-01-24T13:12:34.305132,5.0,7.5,21,6
2021-01-24T13:13:35.703715,5.5,7.9,23,6
2021-01-24T13:14:37.093798,4.7,6.7,20,6
2021-01-24T13:15:38.493721,5.6,9.5,23,8
2021-01-24T13:16:39.885104,5.1,7.2,21,6
2021-01-24T13:17:41.285267,5.4,6.9,22,6
2021-01-24T13:18:42.685354,4.9,6.8,20,6
2021-01-24T13:19:44.086599,5.0,6.3,21,6
2021-01-24T13:20:45.487866,5.3,6.7,22,6
2021-01-24T13:21:46.886742,5.4,7.4,22,6
2021-01-24T13:22:48.289481,5.2,7.6,22,6
2021-01-24T13:23:49.686080,4.9,8.3,20,7
2021-01-24T13:24:51.088580,4.8,7.3,20,6
2021-01-24T13:25:52.490170,5.2,7.1,22,6
2021-01-24T13:26:53.892616,5.1,8.4,21,7
2021-01-24T13:27:55.294175,5.1,6.9,21,6
2021-01-24T13:28:56.682436,5.2,6.9,22,6
2021-01-24T13:29:58.086224,5.6,7.7,23,6
2021-01-24T13:30:59.488724,5.3,10.2,22,9
2021-01-24T13:32:00.888757,5.7,7.6,24,6
2021-01-24T13:33:02.292434,5.3,14.6,22,13
2021-01-24T13:34:03.688792,4.6,5.6,19,5
2021-01-24T13:35:05.088865,5.7,7.4,24,6
2021-01-24T13:36:06.489014,5.5,7.7,23,6
2021-01-24T13:37:07.887501,5.0,7.6,21,6
2021-01-24T13:38:09.288793,5.1,6.7,21,6
2021-01-24T13:39:10.690108,5.6,8.2,23,7
2021-01-24T13:40:12.084980,5.7,8.7,24,7
2021-01-24T13:41:13.485073,5.6,7.9,23,6
2021-01-24T13:42:14.886544,5.1,7.1,21,6
2021-01-24T13:43:16.286447,5.0,7.7,21,6
2021-01-24T13:44:17.687887,5.7,7.7,24,6
2021-01-24T13:45:19.087845,5.3,6.8,22,6
2021-01-24T13:46:20.486622,5.2,8.1,22,7
2021-01-24T13:47:21.885833,5.4,10.6,22,9
2021-01-24T13:48:23.288256,4.7,6.2,20,6
2021-01-24T13:49:24.658331,4.9,7.4,20,6
2021-01-24T13:50:26.020672,5.4,7.2,22,6
2021-01-24T13:51:27.416964,5.5,8.1,23,7
2021-01-24T13:52:28.819403,5.2,7.3,22,6
2021-01-24T13:53:30.213108,5.0,8.4,21,7
2021-01-24T13:54:31.607795,6.5,9.7,27,8
2021-01-24T13:55:33.008863,4.9,6.4,20,6
2021-01-24T13:56:34.400448,5.6,7.3,23,6
2021-01-24T13:57:35.800385,6.0,10.2,25,9
2021-01-24T13:58:37.195448,5.6,9.4,23,8
2021-01-24T13:59:38.594449,5.8,7.7,24,6
2021-01-24T14:00:39.966780,4.7,6.2,20,6
2021-01-24T14:01:41.336563,5.4,8.1,22,7
2021-01-24T14:02:42.735779,4.8,8.4,20,7
2021-01-24T14:03:44.137735,5.6,7.8,23,6
2021-01-24T14:04:45.527689,5.0,6.7,21,6
2021-01-24T14:05:46.927940,5.3,8.2,22,7
2021-01-24T14:06:48.327857,5.6,8.4,23,7
2021-01-24T14:07:49.696490,4.7,6.5,20,6
2021-01-24T14:08:51.098066,4.3,5.4,18,5
2021-01-24T14:09:52.500351,4.7,6.1,20,6
2021-01-24T14:10:53.875302,5.4,6.5,22,6
2021-01-24T14:11:55.181646,5.0,6.4,21,6
2021-01-24T14:12:56.588143,4.9,6.8,20,6
2021-01-24T14:13:57.991812,4.9,6.1,20,6
2021-01-24T14:14:59.391847,4.4,6.4,18,6
2021-01-24T14:16:00.792163,4.0,5.2,17,5
2021-01-24T14:17:02.199463,4.1,5.4,17,5
2021-01-24T14:18:03.605736,5.1,6.3,21,6
2021-01-24T14:19:05.009436,5.0,7.6,21,6
2021-01-24T14:20:06.395846,4.8,7.4,20,6
2021-01-24T14:21:07.804316,4.2,6.6,18,6
2021-01-24T14:22:09.103219,4.4,6.3,18,6
2021-01-24T14:23:10.402107,4.9,8.6,20,7
2021-01-24T14:24:11.807165,5.3,7.7,22,6
2021-01-24T14:25:13.212251,4.7,9.1,20,8
2021-01-24T14:26:14.610958,4.8,6.4,20,6
2021-01-24T14:27:16.017179,4.6,5.8,19,5
2021-01-24T14:28:17.423370,4.0,6.2,17,6
2021-01-24T14:29:18.822499,4.2,6.1,18,6
2021-01-24T14:30:20.230117,4.2,5.8,18,5
2021-01-24T14:31:21.629939,3.9,6.9,16,6
2021-01-24T14:32:23.030239,4.7,6.9,20,6
2021-01-24T14:33:24.435147,4.3,5.7,18,5
2021-01-24T14:34:25.840199,4.5,6.7,19,6
2021-01-24T14:35:27.239167,4.4,5.7,18,5
2021-01-24T14:36:28.644233,4.2,6.1,18,6
2021-01-24T14:37:30.039258,4.5,7.8,19,6
2021-01-24T14:38:31.443996,4.0,6.1,17,6
2021-01-24T14:39:32.741545,4.1,6.8,17,6
2021-01-24T14:40:34.139023,4.2,5.9,18,5
2021-01-24T14:41:35.541316,4.2,5.9,18,5
2021-01-24T14:42:36.945304,5.0,6.8,21,6
2021-01-24T14:43:38.320273,5.0,7.2,21,6
2021-01-24T14:44:39.724041,4.6,6.2,19,6
2021-01-24T14:45:41.094232,5.0,6.7,21,6
2021-01-24T14:46:42.494078,4.7,6.6,20,6
2021-01-24T14:47:43.900292,4.6,6.7,19,6
2021-01-24T14:48:45.201632,5.3,8.5,22,7
2021-01-24T14:49:46.500290,4.6,6.8,19,6
2021-01-24T14:50:47.904096,5.4,11.4,22,10
2021-01-24T14:51:49.299097,5.1,7.2,21,6
2021-01-24T14:52:50.701626,5.2,7.0,22,6
2021-01-24T14:53:52.095583,5.7,10.9,24,9
2021-01-24T14:54:53.495556,5.3,9.7,22,8
2021-01-24T14:55:54.896644,5.4,7.4,22,6
2021-01-24T14:56:56.298065,5.1,8.6,21,7
2021-01-24T14:57:57.694299,5.8,8.3,24,7
2021-01-24T14:58:59.085478,6.4,9.8,27,8
2021-01-24T15:00:00.454172,5.6,7.3,23,6
2021-01-24T15:01:01.843096,5.4,7.1,22,6
2021-01-24T15:02:03.233100,6.4,14.5,27,13
2021-01-24T15:03:04.623082,6.3,12.1,26,11
2021-01-24T15:04:06.015635,5.2,8.1,22,7
2021-01-24T15:05:07.393323,4.9,7.1,20,6
2021-01-24T15:06:08.793175,5.1,7.0,21,6
2021-01-24T15:07:10.194472,5.3,7.3,22,6
2021-01-24T15:08:11.597051,4.4,7.7,18,6
2021-01-24T15:09:12.999105,5.3,8.6,22,7
2021-01-24T15:10:14.377164,5.4,7.7,22,6
2021-01-24T15:11:15.774105,5.2,7.7,22,6
2021-01-24T15:12:17.164852,5.8,8.2,24,7
2021-01-24T15:13:18.564097,5.6,8.3,23,7
2021-01-24T15:14:19.953146,4.2,5.6,18,5
2021-01-24T15:15:21.341046,4.9,6.9,20,6
2021-01-24T15:16:22.740310,5.5,8.8,23,7
2021-01-24T15:17:24.103572,5.6,8.9,23,7
2021-01-24T15:18:25.483585,5.2,7.4,22,6
2021-01-24T15:19:26.882662,5.1,7.1,21,6
2021-01-24T15:20:28.280552,5.5,9.3,23,8
2021-01-24T15:21:29.670742,5.0,6.9,21,6
2021-01-24T15:22:30.969561,5.0,7.3,21,6
2021-01-24T15:23:32.363808,4.7,7.9,20,6
2021-01-24T15:24:33.751519,5.6,7.5,23,6
2021-01-24T15:25:35.150348,4.7,7.4,20,6
2021-01-24T15:26:36.513229,5.1,8.0,21,7
2021-01-24T15:27:37.903440,4.9,7.6,20,6
2021-01-24T15:28:39.302476,5.8,7.5,24,6
2021-01-24T15:29:40.701528,5.5,7.5,23,6
2021-01-24T15:30:42.056956,5.9,8.4,25,7
2021-01-24T15:31:43.424774,4.2,5.9,18,5
2021-01-24T15:32:44.814875,4.8,8.0,20,7
2021-01-24T15:33:46.216277,5.4,8.4,22,7
2021-01-24T15:34:47.617989,5.6,7.6,23,6
2021-01-24T15:35:49.016927,4.9,7.2,20,6
2021-01-24T15:36:50.419614,5.4,7.8,22,6
2021-01-24T15:37:51.816140,4.9,7.3,20,6
2021-01-24T15:38:53.219956,4.8,10.5,20,9
2021-01-24T15:39:54.624006,5.1,6.6,21,6
2021-01-24T15:40:56.027763,4.7,8.6,20,7
2021-01-24T15:41:57.409054,4.6,7.0,19,6
2021-01-24T15:42:58.770487,5.7,10.5,24,9
2021-01-24T15:44:00.176682,4.1,5.7,17,5
2021-01-24T15:45:01.583956,5.0,6.9,21,6
2021-01-24T15:46:02.981643,4.5,9.2,19,8
2021-01-24T15:47:04.387669,5.1,8.9,21,7
2021-01-24T15:48:05.791344,5.3,7.6,22,6
2021-01-24T15:49:07.196439,5.1,7.1,21,6
2021-01-24T15:50:08.589944,4.6,6.7,19,6
2021-01-24T15:51:09.891273,4.4,7.0,18,6
2021-01-24T15:52:11.191376,4.4,6.5,18,6
2021-01-24T15:53:12.590166,4.7,7.2,20,6
2021-01-24T15:54:13.990202,4.3,7.3,18,6
2021-01-24T15:55:15.395245,5.0,8.5,21,7
2021-01-24T15:56:16.797652,4.5,7.4,19,6
2021-01-24T15:57:18.196360,5.9,8.1,25,7
2021-01-24T15:58:19.596923,5.2,6.6,22,6
2021-01-24T15:59:20.988019,4.8,7.0,20,6
2021-01-24T16:00:22.390517,5.7,11.9,24,10
2021-01-24T16:01:23.786910,5.3,7.4,22,6
2021-01-24T16:02:25.189580,5.5,9.1,23,8
2021-01-24T16:03:26.590956,5.8,8.5,24,7
2021-01-24T16:04:27.992107,6.1,11.3,25,10
2021-01-24T16:05:29.384692,5.3,10.9,22,9
